URL,Category,sector,industry
http://www.graniteconstruction.com,"Construction Engineering/Architecture",Engineering & Construction,"Engineering, Construction"
http://www.ahgp.com,Energy/Finance,Energy,"Mining, Crude-Oil Production"
http://www.edwards.com,"Advertising E-commerce",Health Care,Medical Products and Equipment
http://www.skyworksinc.com,"News Website Online Shopping Website",Technology,Semiconductors and Other Electronic Components
http://www.hawaiianairlines.com,"Travel Tourism/Travel Agency",Transportation,Airlines
http://www.triplesmanagement.com,"E-commerce Informational",Health Care,Health Care: Insurance and Managed Care
http://www.partycity.com,"Party Supply Online Retail",Retailing,Specialty Retailers: Other
http://www.hcpi.com,"Real Estate Healthcare",Financials,Real estate
http://www.dyn-intl.com,"1. Business 2. Technology/Science",Aerospace & Defense,Aerospace and Defense
http://www.ciena.com,"Government/Politics Telecommunications",Technology,Network and Other Communications Equipment
http://www.parexel.com,"Shopping Online Shopping",Health Care,Health Care: Pharmacy and Other Services
http://www.brocade.com,"1. Technology 2. Electronics",Technology,Network and Other Communications Equipment
http://www.ocwen.com,"1. Finance 2. Real Estate",Financials,Diversified Financials
http://www.amcnetworks.com,"1. Entertainment 2. Media/TV Show",Media,Entertainment
http://www.kemper.com,"E-commerce Privacy policy/General terms of use",Financials,Insurance: Property and Casualty (Stock)
http://www.symetra.com,"Insurance Financial Services",Financials,"Insurance: Life, Health (stock)"
http://www.towerinternational.com,"Manufacturing Automotive",Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.chemtura.com,"Chemical industry Materials science",Chemicals,Chemicals
http://www.trinet.com,"Human Resources Finance/Accounting HR Technology/SaaS Employment/Job Search",Business Services,Diversified Outsourcing Services
http://www.trueblue.com,"Human Resources/Staffing Agency Employment Website",Business Services,Temporary Help
http://www.kodak.com,"Entertainment News",Technology,"Scientific,Photographic and Control Equipment"
http://www.gbrx.com,Transportation/Manufacturing,Transportation,Transportation Equipment
http://www.hain.com,"E-commerce Online shopping","Food, Beverages & Tobacco",Food Consumer Products
http://www.american-equity.com,"Finance Insurance",Financials,"Insurance: Life, Health (stock)"
http://www.diplomat.is,Healthcare/Pharmaceuticals,Food & Drug Stores,Food and Drug Stores
http://www.idexcorp.com,"1. Online Marketplace 2. E-commerce Website",Industrials,Industrial Machinery
http://www.nationstarmtg.com,Finance/Mortgage/Banking,Financials,Diversified Financials
http://www.allisontransmission.com,Automotive Manufacturing/Industrial Equipment,Motor Vehicles & Parts,Motor Vehicles and Parts
http://www.intuitivesurgical.com,International organization,Health Care,Medical Products and Equipment
http://www.semgroupcorp.com,"Energy/Commodity Trading Oil and Gas Company",Energy,Pipelines
http://www.wasteconnections.com,"Waste management/Environmental services Utility provider",Business Services,Waste Management
http://www.harsco.com,"Environmental Services Sustainability",Materials,Metals
http://www.khov.com,"Housing/Home Building Real Estate",Engineering & Construction,Homebuilders
http://www.aarcorp.com,"E-commerce Entertainment",Aerospace & Defense,Aerospace and Defense
http://www.aboutwendys.com,"Food/E-commerce Retail/Food","Hotels, Resturants & Leisure",Food Services
http://www.synopsys.com,"Online shopping E-commerce platform",Technology,Computer Software
http://www.selective.com,Finance/Insurance,Financials,Insurance: Property and Casualty (Stock)
http://www.etrade.com,"Financial Services Investment Platforms",Financials,Securities
http://www.universalamerican.com,"Online Casino Gaming Website",Health Care,Health Care: Insurance and Managed Care
